Age,No. of years in Formal Education,Sector,Household'S Usual Consumer Expenditure In A Month (Rs.)
13,7,0,6775
35,15,0,7775
30,10,0,7775
7,1,0,7775
4,0,0,7775
60,0,0,7775
65,0,0,10233
60,0,0,10233
32,12,0,10233
30,8,0,10233
10,4,0,10233
13,7,0,10233
40,6,0,5183
36,10,0,5183
13,7,0,5183
65,4,0,8342
60,3,0,8342
25,6,0,8342
5,0,0,8342
6,1,0,8342
44,12,0,7242
37,12,0,7242
5,0,0,7242
4,0,0,7242
44,11,0,8153
38,12,0,8153
14,8,0,8153
10,4,0,8153
64,10,0,4017
55,4,0,4017
54,10,0,2825
81,0,0,2825
44,7,0,4763
40,4,0,4763
18,12,0,4763
33,8,0,6292
29,10,0,6292
6,0,0,6292
7,1,0,6292
59,8,0,2213
56,4,0,2333
48,10,0,8883
40,3,0,8883
17,10,0,8883
13,7,0,8883
42,7,0,10233
38,0,0,10233
19,12,0,10233
15,8,0,10233
49,4,0,9200
45,0,0,9200
19,12,0,9200
32,9,0,10092
28,9,0,10092
8,2,0,10092
3,0,0,10092
38,10,0,12342
22,10,0,12342
20,12,0,12342
35,10,0,9417
30,5,0,9417
4,0,0,9417
0,0,0,9417
31,10,0,8600
28,4,0,8600
8,3,0,8600
6,1,0,8600
80,0,0,3833
75,0,0,3833
33,12,0,9383
30,13,0,9383
5,0,0,9383
4,0,0,9383
35,10,0,11533
28,7,0,11533
3,0,0,11533
8,2,0,11533
7,1,0,11533
5,0,0,11533
60,0,0,11533
40,0,0,5800
21,12,0,5800
45,4,0,12517
38,5,0,12517
13,7,0,12517
11,5,0,12517
12,5,0,12517
64,0,0,12517
50,15,0,6043
45,11,0,6043
73,0,0,6043
35,4,0,10992
33,12,0,10992
14,8,0,10992
12,6,0,10992
61,0,0,10992
40,4,0,11167
34,11,0,11167
15,9,0,11167
12,6,0,11167
62,0,0,11167
62,0,0,5942
58,0,0,5942
60,15,0,21650
52,15,0,21650
24,12,0,21650
0,0,0,21650
38,9,0,12142
36,8,0,12142
18,11,0,12142
17,10,0,12142
65,0,0,12142
66,12,0,9917
60,5,0,9917
33,9,0,9917
65,0,0,1767
58,5,0,12100
24,17,0,12100
21,12,0,12100
50,2,0,12100
40,7,0,12100
36,9,0,9525
28,10,0,9525
9,2,0,9525
6,0,0,9525
65,7,0,13325
60,2,0,13325
32,7,0,13325
28,12,0,13325
12,5,0,13325
10,3,0,13325
39,7,0,9133
35,9,0,9133
12,6,0,9133
10,4,0,9133
66,0,0,9133
60,9,0,19132
55,5,0,19132
34,12,0,19132
27,9,0,19132
5,0,0,19132
8,2,0,19132
56,10,0,12813
52,8,0,12813
30,14,0,12813
64,15,0,6300
54,4,0,6300
55,7,0,7550
32,9,0,7550
51,9,0,8217
45,9,0,8217
19,14,0,8217
40,9,0,11290
35,6,0,11290
17,11,0,11290
4,0,0,11290
50,0,0,6757
44,0,0,6757
17,9,0,6757
64,3,0,4168
55,0,0,4168
85,0,0,4168
55,3,0,8489
50,8,0,8489
26,13,0,8489
24,14,0,8489
68,7,0,8860
65,0,0,8860
31,15,0,8860
27,9,0,8860
0,0,0,8860
7,1,0,8860
68,7,0,7663
42,3,0,7663
18,10,0,7663
38,8,0,7995
35,5,0,7995
12,4,0,7995
7,2,0,7995
6,0,0,7995
55,0,0,8903
50,0,0,8903
30,17,0,8903
29,15,0,8903
57,14,0,8541
50,7,0,8541
50,10,0,7687
49,9,0,7687
58,0,0,5595
45,4,0,7367
42,9,0,7367
19,12,0,7367
21,15,0,7367
40,9,0,9158
35,5,0,9158
18,11,0,9158
14,7,0,9158
50,10,0,9158
52,0,0,6642
26,12,0,6642
60,2,0,7908
55,0,0,7908
34,9,0,7908
34,11,0,7908
7,2,0,7908
11,5,0,7908
62,15,0,3992
56,9,0,3992
67,6,0,6708
37,11,0,6708
15,9,0,6708
9,3,0,6708
62,0,0,5917
43,8,0,5917
31,9,0,5917
2,0,0,5917
0,0,0,5917
73,0,0,1658
52,17,0,10743
24,9,0,10743
19,12,0,10743
23,15,0,10743
36,8,0,8750
33,10,0,8750
15,8,0,8750
12,4,0,8750
51,12,0,5360
51,8,0,9282
41,4,0,9282
15,9,0,9282
12,5,0,9282
37,10,0,9227
35,10,0,9227
15,9,0,9227
13,6,0,9227
63,8,0,7536
39,4,0,7536
17,10,0,7536
32,12,0,9104
11,5,0,9104
13,6,0,9104
75,0,0,5299
49,10,0,31668
41,10,0,31668
21,14,0,31668
18,14,0,31668
14,7,0,31668
12,4,0,31668
65,0,0,31668
45,0,0,31668
55,8,0,22165
50,0,0,22165
29,9,0,22165
27,12,0,22165
80,0,0,22165
34,12,0,20517
30,9,0,20517
12,5,0,20517
4,0,0,20517
60,5,0,10780
55,0,0,10780
85,0,0,10780
51,12,0,20500
40,8,0,20500
19,10,0,20500
54,8,0,10892
48,8,0,10892
24,14,0,10892
36,9,0,15292
30,15,0,15292
30,5,0,10442
25,6,0,10442
5,0,0,10442
6,1,0,10442
62,10,0,19350
55,0,0,19350
29,12,0,19350
27,15,0,19350
4,0,0,19350
25,12,0,19350
3,0,0,19350
43,12,0,10908
33,7,0,10908
15,9,0,10908
13,7,0,10908
65,0,0,10908
60,10,0,7500
52,7,0,7500
60,0,0,12900
55,0,0,12900
35,10,0,12900
30,12,0,12900
7,1,0,12900
10,3,0,12900
50,15,0,17250
23,13,0,17250
70,0,0,17250
75,0,0,16200
70,0,0,16200
32,12,0,16200
9,3,0,16200
11,5,0,16200
52,10,0,8792
45,0,0,8792
65,0,0,5992
36,11,0,9025
28,12,0,9025
7,0,0,9025
2,0,0,9025
58,8,0,9550
42,5,0,9550
23,14,0,9550
30,10,0,7500
24,7,0,7500
4,0,0,7500
2,0,0,7500
62,0,0,4601
62,12,0,16333
56,10,0,16333
28,15,0,16333
50,10,0,8875
45,0,0,8875
25,14,0,8875
69,5,0,8575
65,3,0,8575
29,15,0,8575
63,0,0,5208
40,9,0,11583
39,8,0,11583
21,14,0,11583
23,16,0,11583
55,0,0,17450
50,0,0,17450
28,12,0,17450
21,7,0,17450
4,0,0,17450
2,0,0,17450
30,9,0,17450
45,7,0,12583
38,5,0,12583
17,11,0,12583
16,9,0,12583
53,9,0,12583
48,9,0,12583
23,15,0,12583
21,14,0,12583
47,9,0,18108
42,9,0,18108
22,11,0,18108
24,15,0,18108
70,0,0,18108
80,7,0,11083
50,10,0,11083
43,9,0,11083
74,7,0,20958
65,0,0,20958
28,9,0,20958
27,12,0,20958
6,0,0,20958
26,9,0,20958
19,7,0,20958
60,5,0,7892
55,0,0,7892
44,12,0,8883
40,10,0,8883
19,13,0,8883
15,8,0,8883
48,8,0,7733
41,7,0,7733
17,10,0,7733
55,9,0,9608
50,6,0,9608
32,18,0,9608
65,0,0,5208
60,0,0,5208
55,15,0,11867
54,7,0,11867
30,12,0,11867
25,16,0,11867
55,10,0,7417
49,7,0,7417
49,12,0,6517
45,9,0,6517
68,0,0,6617
64,0,0,6617
52,10,0,8288
46,2,0,8288
21,13,0,8288
71,0,0,8288
27,10,0,6388
24,7,0,6388
3,0,0,6388
52,0,0,9480
26,10,0,9480
21,5,0,9480
62,0,0,3609
51,12,0,10065
49,8,0,10065
26,12,0,10065
22,10,0,10065
26,10,0,8032
23,6,0,8032
1,0,0,8032
61,7,0,8032
59,0,0,9498
35,10,0,9498
27,0,0,9498
8,2,0,9498
6,0,0,9498
52,0,0,10173
45,0,0,10173
22,5,0,10173
20,0,0,10173
18,5,0,10173
49,9,0,9477
42,11,0,9477
13,7,0,9477
39,9,0,14210
35,15,0,14210
0,0,0,14210
13,7,0,14210
5,0,0,14210
68,3,0,14210
70,11,0,10787
64,7,0,10787
87,2,0,4943
75,0,0,4943
48,0,0,18088
46,0,0,18088
29,17,0,18088
22,12,0,18088
0,0,0,18088
3,0,0,18088
27,14,0,18088
18,11,0,18088
0,0,0,18088
73,0,0,16083
70,0,0,16083
36,0,0,16083
34,0,0,16083
14,8,0,16083
10,2,0,16083
15,8,0,16083
32,12,0,16083
26,8,0,16083
4,0,0,16083
5,0,0,16083
46,0,0,10187
44,0,0,10187
28,12,0,10187
23,0,0,10187
5,0,0,10187
4,0,0,10187
55,0,0,19590
53,0,0,19590
34,0,0,19590
32,0,0,19590
15,7,0,19590
14,8,0,19590
28,0,0,19590
27,0,0,19590
9,3,0,19590
4,0,0,19590
52,10,0,23508
48,10,0,23508
24,11,0,23508
23,17,0,23508
3,0,0,23508
25,15,0,23508
70,6,0,23508
60,5,0,12283
50,7,0,12283
32,10,0,12283
25,12,0,12283
5,0,0,12283
1,0,0,12283
53,14,0,8542
48,10,0,8542
70,3,0,5250
60,0,0,5250
44,15,0,15575
38,10,0,15575
12,6,0,15575
15,9,0,15575
65,7,0,15575
49,7,0,14175
18,12,0,14175
80,0,0,11208
60,12,0,11208
50,7,0,11208
14,8,0,11208
30,3,0,13792
25,7,0,13792
4,0,0,13792
6,0,0,13792
1,0,0,13792
75,4,0,9557
70,7,0,9557
37,12,0,9557
29,12,0,9557
5,0,0,9557
1,0,0,9557
61,3,0,8769
54,0,0,8769
30,11,0,8769
26,12,0,8769
2,0,0,8769
42,5,0,9054
35,10,0,9054
7,1,0,9054
9,2,0,9054
48,12,0,8073
42,7,0,8073
70,6,0,8073
38,12,0,7827
33,7,0,7827
8,2,0,7827
10,4,0,7827
34,12,0,8746
30,9,0,8746
6,0,0,8746
12,6,0,8746
8,3,0,8746
58,0,0,3634
35,9,0,7908
31,9,0,7908
13,5,0,7908
11,2,0,7908
70,7,0,23763
38,17,0,23763
28,14,0,23763
4,0,0,23763
75,9,0,20633
70,10,0,20633
40,9,0,20633
38,7,0,20633
55,9,0,23167
53,9,0,23167
26,16,0,23167
85,4,0,23167
37,8,0,12917
35,0,0,12917
5,0,0,12917
46,9,0,19883
41,9,0,19883
15,9,0,19883
19,13,0,19883
16,10,0,19883
80,1,0,19883
30,14,0,17792
24,9,0,17792
0,0,0,17792
43,12,0,17917
38,9,0,17917
9,3,0,17917
0,0,0,17917
42,9,0,16833
26,9,0,16833
6,0,0,16833
50,9,0,9017
48,7,0,9017
21,12,0,9017
18,13,0,9017
76,0,0,9017
72,0,0,9017
52,0,0,9017
45,2,0,8050
40,7,0,8050
15,9,0,8050
18,13,0,8050
35,9,0,5329
30,11,0,5329
9,4,0,5329
7,2,0,5329
45,10,0,6450
40,9,0,6450
17,11,0,6450
15,9,0,6450
70,0,0,6450
55,8,0,4271
73,10,0,3300
63,4,0,3300
70,0,0,4242
65,0,0,4242
48,10,0,6129
46,12,0,6129
48,4,0,9208
43,7,0,9208
25,17,0,9208
23,12,0,9208
60,5,0,9775
55,5,0,9775
33,9,0,9775
25,11,0,9775
4,0,0,9775
2,0,0,9775
32,5,0,9083
30,11,0,9083
11,4,0,9083
10,2,0,9083
81,2,0,2950
71,0,0,2950
54,2,0,11292
47,9,0,11292
23,13,0,11292
20,10,0,11292
2,0,0,11292
21,12,0,11292
37,9,0,5925
27,13,0,5925
70,0,0,5925
61,7,0,9292
58,4,0,9292
32,9,0,9292
22,12,0,9292
27,7,0,9292
65,3,0,16667
32,7,0,16667
30,9,0,16667
13,6,0,16667
10,4,0,16667
47,15,0,33917
39,15,0,33917
16,10,0,33917
10,4,0,33917
60,6,0,5967
52,10,0,5967
64,3,0,23500
56,5,0,23500
35,10,0,23500
26,10,0,23500
6,0,0,23500
5,0,0,23500
30,11,0,23500
24,12,0,23500
2,0,0,23500
52,0,0,7633
42,4,0,7633
23,8,0,7633
18,7,0,7633
70,4,0,10508
42,10,0,10508
21,14,0,10508
23,15,0,10508
60,0,0,10767
54,0,0,10767
30,9,0,10767
19,9,0,10767
24,15,0,10767
55,9,0,11375
48,9,0,11375
24,12,0,11375
56,9,0,4167
45,9,0,4167
53,7,0,15425
48,0,0,15425
28,12,0,15425
21,12,0,15425
36,10,0,14860
33,10,0,14860
10,4,0,14860
7,3,0,14860
3,0,0,14860
40,9,0,9853
35,12,0,9853
10,3,0,9853
35,7,0,9793
27,0,0,9793
9,3,0,9793
7,1,0,9793
76,11,0,16497
72,5,0,16497
42,9,0,16497
37,12,0,16497
14,10,0,16497
59,15,0,9593
34,0,0,9593
10,4,0,9593
37,10,0,6653
13,8,0,6653
70,0,0,8898
44,4,0,8898
43,12,0,10508
34,10,0,10508
12,6,0,10508
16,10,0,10508
27,15,0,7683
26,9,0,7683
50,0,0,7683
45,5,0,7792
40,5,0,7792
17,11,0,7792
80,0,0,2317
42,7,0,12550
35,10,0,12550
13,7,0,12550
17,11,0,12550
70,0,0,12550
45,8,0,8675
36,5,0,8675
17,10,0,8675
16,9,0,8675
14,7,0,8675
55,9,0,7992
50,9,0,7992
21,13,0,7992
47,7,0,8942
40,7,0,8942
15,8,0,8942
14,8,0,8942
11,4,0,8942
42,10,0,10863
36,10,0,10863
17,11,0,10863
53,10,0,9955
48,0,0,9955
25,12,0,9955
53,7,0,9257
50,4,0,9257
24,12,0,9257
65,3,0,12078
60,0,0,12078
28,12,0,12078
60,0,0,10619
57,0,0,10619
28,9,0,10619
23,9,0,10619
3,0,0,10619
23,15,0,10619
43,9,0,10715
38,10,0,10715
7,1,0,10715
16,9,0,10715
11,4,0,10715
72,0,0,10715
35,9,0,9703
30,6,0,9703
14,7,0,9703
13,6,0,9703
65,0,0,10519
60,0,0,10519
35,9,0,10519
27,8,0,10519
55,0,0,9267
50,8,0,9267
22,15,0,9267
18,12,0,9267
38,9,0,7892
32,12,0,7892
11,5,0,7892
8,3,0,7892
62,0,0,9875
58,0,0,9875
32,12,0,9875
27,9,0,9875
3,0,0,9875
50,0,0,6725
45,0,0,6725
15,9,0,6725
53,12,0,10650
50,9,0,10650
24,15,0,10650
21,15,0,10650
19,13,0,10650
50,0,0,7700
45,0,0,7700
17,10,0,7700
11,5,0,7700
58,0,0,6458
55,0,0,6458
24,12,0,6458
35,0,0,5808
30,7,0,5808
3,0,0,5808
9,3,0,5808
47,12,0,11567
45,9,0,11567
22,15,0,11567
57,9,0,10142
47,7,0,10142
23,15,0,10142
77,0,0,15700
75,0,0,15700
56,9,0,15700
50,9,0,15700
30,16,0,15700
70,0,0,1867
29,9,0,12658
26,12,0,12658
3,0,0,12658
1,0,0,12658
60,0,0,12658
52,10,0,5650
47,9,0,5650
55,0,0,12375
50,0,0,12375
30,10,0,12375
26,8,0,12375
7,1,0,12375
6,0,0,12375
50,4,0,12333
43,3,0,12333
22,9,0,12333
20,8,0,12333
0,0,0,12333
17,7,0,12333
45,12,0,6800
40,0,0,6800
20,13,0,6800
12,6,0,6800
70,0,0,13083
65,0,0,13083
35,11,0,13083
30,7,0,13083
10,4,0,13083
9,3,0,13083
41,8,0,13683
35,7,0,13683
16,10,0,13683
50,5,0,7892
45,5,0,7892
31,10,0,17383
27,10,0,17383
7,1,0,17383
4,0,0,17383
80,0,0,17383
58,0,0,9275
50,0,0,9275
23,14,0,9275
58,0,0,19367
47,5,0,19367
27,15,0,19367
3,0,0,19367
0,0,0,19367
65,0,0,11042
55,0,0,11042
32,0,0,11042
26,9,0,11042
11,5,0,11042
9,3,0,11042
5,0,0,11042
65,10,0,13245
62,5,0,13245
42,15,0,13245
37,15,0,13245
16,10,0,13245
14,8,0,13245
90,4,0,13245
64,5,0,12608
60,4,0,12608
38,12,0,12608
35,12,0,12608
9,3,0,12608
0,0,0,12608
33,9,0,12608
33,9,0,13242
31,15,0,13242
0,0,0,13242
10,4,0,13242
6,0,0,13242
62,8,0,13242
33,9,0,12825
32,12,0,12825
9,2,0,12825
8,1,0,12825
60,4,0,12825
32,10,0,11178
28,9,0,11178
0,0,0,11178
10,4,0,11178
8,2,0,11178
55,4,0,11178
60,10,0,10800
50,4,0,10800
75,0,0,10800
70,0,0,5800
59,9,0,10133
49,7,0,10133
27,9,0,10133
41,8,0,12650
34,12,0,12650
12,7,0,12650
16,10,0,12650
60,10,0,6808
55,0,0,6808
32,9,0,11548
18,11,0,11548
1,0,0,11548
60,0,0,8392
50,0,0,8392
46,2,0,15792
42,9,0,15792
24,14,0,15792
21,12,0,15792
2,0,0,15792
19,13,0,15792
43,0,0,10467
37,0,0,10467
17,11,0,10467
14,8,0,10467
13,7,0,10467
43,15,0,25833
35,13,0,25833
15,9,0,25833
17,11,0,25833
28,6,0,10033
26,3,0,10033
5,0,0,10033
10,4,0,10033
30,17,0,10225
29,11,0,10225
7,0,0,10225
0,0,0,10225
56,5,0,11067
50,5,0,11067
33,7,0,11067
28,15,0,11067
85,0,0,11067
72,12,0,3433
68,9,0,3433
58,9,0,3533
55,5,0,3533
48,10,0,10575
42,10,0,10575
18,12,0,10575
13,8,0,10575
75,11,0,2983
65,2,0,2983
65,11,0,5700
56,6,0,5700
70,0,0,3567
64,0,0,3567
79,9,0,10843
67,4,0,10843
44,14,0,10843
30,17,0,10843
4,0,0,10843
48,10,0,8427
44,10,0,8427
18,11,0,8427
42,9,0,6281
22,14,0,6281
53,7,0,10937
47,5,0,10937
26,14,0,10937
78,0,0,10937
60,4,0,10162
54,7,0,10162
30,12,0,10162
55,5,0,7903
32,17,0,7903
60,5,0,6974
53,7,0,6974
55,7,0,8409
49,1,0,8409
30,7,0,8409
21,7,0,8409
0,0,0,8409
43,10,0,7076
38,4,0,7076
19,13,0,7076
16,10,0,7076
72,0,0,7076
37,13,0,7491
28,9,0,7491
9,3,0,7491
6,0,0,7491
65,4,0,5872
51,5,0,5872
21,14,0,5872
28,10,0,5149
21,10,0,5149
65,0,0,5149
50,10,0,5198
27,12,0,5198
68,0,0,5198
36,10,0,7806
31,7,0,7806
7,0,0,7806
11,4,0,7806
6,0,0,7806
45,0,0,4323
18,12,0,4323
55,7,0,4219
49,4,0,4219
48,19,0,17417
33,12,0,17417
10,4,0,17417
12,6,0,17417
33,12,0,6917
31,9,0,6917
12,5,0,6917
36,10,0,10550
28,9,0,10550
6,0,0,10550
65,0,0,10550
44,9,0,7467
35,9,0,7467
13,6,0,7467
15,8,0,7467
14,7,0,7467
65,0,0,7467
65,19,0,13250
50,10,0,13250
28,12,0,13250
20,11,0,13250
1,0,0,13250
42,9,0,8383
41,9,0,8383
14,8,0,8383
18,12,0,8383
33,9,0,16500
28,12,0,16500
9,2,0,16500
7,0,0,16500
56,0,0,16500
70,0,0,9550
45,12,0,9550
27,12,0,9550
32,10,0,9550
14,7,0,9550
11,4,0,9550
35,12,0,9808
22,12,0,9808
0,0,0,9808
65,0,0,9808
35,8,0,8433
32,12,0,8433
9,2,0,8433
5,0,0,8433
40,7,0,7183
36,0,0,7183
17,11,0,7183
13,6,0,7183
65,4,0,10467
55,0,0,10467
39,9,0,10467
34,8,0,10467
14,7,0,10467
10,3,0,10467
55,5,0,15633
52,3,0,15633
32,9,0,15633
26,9,0,15633
0,0,0,15633
8,1,0,15633
5,0,0,15633
29,15,0,15633
53,9,0,10375
50,4,0,10375
30,12,0,10375
22,5,0,10375
3,0,0,10375
0,0,0,10375
55,10,0,7283
45,7,0,7283
43,7,0,8967
34,9,0,8967
15,9,0,8967
14,7,0,8967
75,0,0,8967
74,7,0,18375
69,7,0,18375
43,10,0,18375
40,9,0,18375
20,11,0,18375
21,13,0,18375
35,12,0,10667
29,5,0,10667
11,4,0,10667
6,0,0,10667
3,0,0,10667
65,0,0,14250
45,6,0,14250
43,0,0,14250
23,10,0,14250
20,9,0,14250
0,0,0,14250
21,8,0,14250
20,9,0,14250
40,0,0,8417
35,0,0,8417
17,8,0,8417
79,10,0,26667
74,5,0,26667
54,9,0,26667
50,5,0,26667
31,12,0,26667
26,12,0,26667
34,10,0,7417
10,3,0,7417
15,9,0,7417
14,8,0,7417
60,9,0,17417
55,5,0,17417
30,15,0,17417
62,0,0,7000
28,9,0,7000
5,0,0,7000
9,2,0,7000
47,9,0,14719
40,7,0,14719
20,4,0,14719
18,12,0,14719
17,10,0,14719
76,0,0,14719
72,0,0,14719
46,12,0,17530
46,9,0,17530
14,8,0,17530
16,10,0,17530
65,3,0,17530
58,7,0,13824
32,7,0,13824
24,12,0,13824
4,0,0,13824
1,0,0,13824
40,9,0,11207
32,10,0,11207
9,4,0,11207
9,4,0,11207
11,5,0,11207
35,7,0,9878
31,9,0,9878
9,3,0,9878
6,0,0,9878
45,3,0,8756
39,9,0,8756
21,9,0,8756
17,10,0,8756
38,3,0,7543
34,9,0,7543
10,4,0,7543
5,0,0,7543
72,2,0,7543
70,7,0,3188
62,10,0,11115
52,0,0,11115
24,14,0,11115
30,3,0,11115
1,0,0,11115
67,0,0,11115
41,0,0,13988
36,0,0,13988
15,9,0,13988
15,9,0,13988
35,10,0,13988
27,7,0,13988
7,1,0,13988
37,10,0,10057
32,0,0,10057
8,2,0,10057
10,5,0,10057
61,0,0,10057
39,5,0,10775
34,0,0,10775
11,5,0,10775
9,3,0,10775
63,0,0,10775
20,12,0,4813
17,10,0,4813
52,7,0,10082
46,0,0,10082
22,8,0,10082
19,9,0,10082
17,11,0,10082
18,11,0,6336
11,4,0,6336
12,6,0,6336
58,0,0,3422
45,7,0,10550
40,5,0,10550
21,14,0,10550
19,12,0,10550
17,10,0,10550
78,0,0,7008
18,12,0,7008
45,0,0,7183
26,10,0,7183
50,4,0,5825
40,0,0,5825
56,10,0,8175
47,7,0,8175
29,15,0,8175
80,0,0,8175
45,10,0,6958
8,2,0,6958
65,0,0,6958
45,10,0,9292
40,7,0,9292
4,0,0,9292
16,9,0,9292
4,0,0,9292
70,0,0,9292
65,0,0,9292
65,0,0,4733
68,15,0,21917
59,15,0,21917
31,17,0,21917
25,15,0,21917
30,17,0,15917
4,0,0,15917
8,2,0,15917
50,4,0,15917
54,12,0,18125
45,9,0,18125
25,5,0,11917
23,0,0,11917
6,0,0,11917
2,0,0,11917
55,8,0,11917
50,2,0,11917
59,11,0,19750
54,0,0,19750
32,12,0,19750
29,12,0,19750
7,1,0,19750
30,15,0,19750
25,12,0,19750
3,0,0,19750
5,0,0,19750
52,9,0,8083
43,5,0,8083
23,15,0,8083
50,5,0,9025
41,0,0,9025
20,14,0,9025
48,9,0,11333
40,4,0,11333
20,9,0,11333
50,10,0,8133
44,12,0,8133
16,10,0,8133
61,15,0,20750
52,10,0,20750
33,12,0,8575
29,5,0,8575
11,5,0,8575
8,2,0,8575
55,0,0,8575
62,4,0,7083
55,7,0,7083
46,15,0,10000
38,10,0,10000
12,6,0,10000
17,11,0,10000
90,4,0,10000
65,0,0,9617
62,0,0,9617
35,9,0,9617
38,11,0,9617
15,8,0,9617
13,7,0,9617
35,10,0,8208
29,12,0,8208
9,2,0,8208
60,5,0,5633
52,0,0,5633
38,9,0,12150
35,14,0,12150
17,11,0,12150
16,9,0,12150
50,9,0,10658
44,7,0,10658
26,17,0,10658
53,4,0,12025
50,0,0,12025
30,5,0,12025
24,11,0,12025
65,4,0,10192
56,4,0,10192
30,6,0,10192
25,8,0,10192
47,12,0,11050
45,7,0,11050
22,12,0,11050
21,12,0,11050
48,7,0,9675
45,3,0,9675
21,13,0,9675
37,9,0,10658
35,9,0,10658
16,10,0,10658
14,8,0,10658
30,2,0,21500
29,0,0,21500
9,3,0,21500
6,0,0,21500
5,0,0,21500
11,5,0,21500
8,2,0,21500
52,0,0,21500
49,0,0,21500
26,0,0,21500
24,7,0,21500
5,0,0,21500
4,0,0,21500
73,10,0,11892
68,4,0,11892
42,12,0,11892
38,10,0,11892
50,10,0,9275
45,0,0,9275
18,11,0,9275
50,10,0,8721
45,9,0,8721
7,1,0,8721
12,7,0,8721
10,3,0,8721
38,0,0,7242
35,0,0,7242
16,10,0,7242
14,8,0,7242
47,15,0,9317
42,9,0,9317
70,0,0,9317
58,0,0,7792
52,0,0,7792
27,10,0,7792
48,0,0,6025
43,0,0,6025
16,9,0,6025
58,0,0,7417
38,9,0,7417
35,9,0,7417
65,0,0,7417
70,12,0,10667
68,11,0,10667
46,14,0,10667
38,10,0,10667
15,9,0,10667
17,11,0,10667
48,0,0,2275
20,14,0,2275
46,12,0,5642
39,7,0,5642
13,7,0,5642
10,4,0,5642
68,0,0,9917
62,0,0,9917
42,4,0,9917
33,5,0,9917
11,5,0,9917
15,9,0,9917
64,4,0,14167
58,0,0,14167
30,12,0,14167
23,12,0,14167
0,0,0,14167
3,0,0,14167
2,0,0,14167
28,9,0,14167
23,9,0,14167
3,0,0,14167
1,0,0,14167
49,0,0,3567
21,10,0,3567
56,0,0,5233
48,0,0,5233
24,12,0,5233
22,8,0,5233
36,3,0,7133
31,0,0,7133
10,4,0,7133
12,6,0,7133
8,2,0,7133
7,1,0,7133
42,13,0,10867
37,4,0,10867
18,11,0,10867
15,9,0,10867
78,0,0,9292
45,0,0,9292
23,12,0,9292
21,5,0,9292
65,0,0,9292
53,0,0,12317
44,0,0,12317
23,13,0,12317
40,0,0,10125
36,7,0,10125
12,6,0,10125
16,9,0,10125
15,7,0,10125
44,9,0,11792
24,10,0,11792
17,11,0,11792
45,5,0,12558
38,0,0,12558
19,10,0,12558
17,8,0,12558
40,11,0,8917
34,5,0,8917
15,9,0,8917
11,5,0,8917
72,0,0,8917
79,0,0,1408
49,9,0,10433
45,9,0,10433
19,14,0,10433
17,12,0,10433
28,3,0,7479
26,11,0,7479
4,0,0,7479
11,0,0,7479
9,0,0,7479
52,4,0,7092
45,7,0,7092
18,12,0,7092
58,0,0,5392
52,0,0,5392
24,10,0,5392
32,11,0,15438
24,12,0,15438
2,0,0,15438
5,0,0,15438
51,7,0,12392
41,8,0,12392
20,13,0,12392
48,9,0,10767
35,12,0,10767
8,3,0,10767
5,0,0,10767
83,0,0,10767
35,3,0,8392
29,9,0,8392
6,0,0,8392
8,3,0,8392
65,4,0,11195
42,12,0,11195
35,12,0,11195
15,9,0,11195
7,1,0,11195
40,0,0,11195
46,7,0,8692
40,0,0,8692
20,12,0,8692
14,8,0,8692
55,4,0,10457
48,4,0,10457
24,12,0,10457
75,2,0,10457
70,2,0,10457
80,0,0,3155
50,8,0,9828
47,4,0,9828
23,12,0,9828
21,14,0,9828
60,2,0,9764
52,0,0,9764
22,12,0,9764
42,10,0,8702
35,8,0,8702
11,5,0,8702
13,6,0,8702
12,5,0,8702
37,7,0,9610
33,5,0,9610
15,7,0,9610
12,6,0,9610
8,2,0,9610
49,0,0,7317
40,9,0,7317
15,8,0,7317
21,14,0,7317
17,11,0,7317
69,0,0,9672
50,10,0,9672
48,8,0,9672
16,11,0,9672
54,9,0,15275
51,9,0,15275
22,14,0,15275
12,5,0,15275
50,7,0,5487
24,10,0,5487
50,9,0,12647
45,8,0,12647
22,15,0,12647
42,9,0,12758
37,9,0,12758
12,6,0,12758
11,5,0,12758
83,4,0,2858
65,0,0,10872
55,0,0,10872
25,0,0,10872
48,10,0,12087
43,9,0,12087
22,12,0,12087
19,13,0,12087
70,2,0,12087
51,3,0,12113
46,0,0,12113
27,12,0,12113
56,15,0,13917
44,9,0,13917
27,17,0,13917
11,4,0,1248
57,15,0,14732
43,8,0,14732
25,17,0,14732
22,12,0,14732
53,0,0,14732
46,12,0,11255
39,9,0,11255
15,9,0,11255
75,3,0,11255
52,12,0,7334
47,7,0,7334
62,1,0,6668
57,0,0,6668
36,5,0,6668
32,5,0,6668
50,10,0,6175
45,7,0,6175
22,15,0,6175
32,10,0,5233
30,7,0,5233
12,6,0,5233
41,5,0,6617
38,5,0,6617
12,7,0,6617
8,3,0,6617
17,10,0,6617
75,6,0,10700
70,0,0,10700
45,6,0,10700
40,9,0,10700
16,9,0,10700
14,8,0,10700
13,7,0,10700
47,15,0,13975
45,7,0,13975
20,13,0,13975
22,15,0,13975
19,14,0,13975
75,0,0,13975
43,9,0,13975
38,9,0,13975
16,9,0,13975
70,10,0,7767
65,0,0,7767
28,9,0,7767
27,9,0,7767
6,1,0,7767
3,0,0,7767
37,12,0,7900
34,7,0,7900
16,9,0,7900
